rowid,pl_letter,pl_pnum,pl_orbper,pl_bmassj,pl_radj,pl_ttvflag,ra,dec,st_optmag,st_teff,st_mass,st_rad
1696,d,5,8.348125,,0.112,FALSE,285.999891,40.919329,14.194,4997,0.86,0.76
1697,e,5,13.767102,,0.196,FALSE,285.999891,40.919329,14.194,4997,0.86,0.76
1698,f,5,87.090195,,0.23,FALSE,285.999891,40.919329,14.194,4997,0.86,0.76
1699,b,1,1.4857108,2.45,1.31,TRUE,298.395274,47.815006,14.141,5781,1.16,1.05
1700,b,2,7.930592,,0.285,FALSE,284.521193,41.629604,14.387,5679,,1.03
1701,c,2,16.665863,,0.255,FALSE,284.521193,41.629604,14.387,5679,,1.03
1702,b,3,4.166972,,0.209,FALSE,296.771914,41.755537,14.883,5642,,0.84
1703,c,3,11.463462,,0.228,FALSE,296.771914,41.755537,14.883,5642,,0.84
1704,d,3,39.595519,,0.169,TRUE,296.771914,41.755537,14.883,5642,,0.84
1705,b,4,2.940309,,0.21,FALSE,283.368413,41.821857,14.532,5526,0.86,1.08
1706,c,4,6.388996,,0.255,FALSE,283.368413,41.821857,14.532,5526,0.86,1.08
1707,d,4,14.627119,,0.201,FALSE,283.368413,41.821857,14.532,5526,0.86,1.08
1708,e,4,35.118736,,0.246,FALSE,283.368413,41.821857,14.532,5526,0.86,1.08
1709,b,2,4.263742,,0.115,FALSE,294.646695,41.884106,14.209,6031,0.78,0.95
1710,c,2,8.005777,,0.217,FALSE,294.646695,41.884106,14.209,6031,0.78,0.95
1711,b,3,13.98179,,0.175,FALSE,287.439194,43.832092,14.287,4880,,0.62
1712,c,3,44.000529,,0.133,FALSE,287.439194,43.832092,14.287,4880,,0.62
1713,d,3,247.35373,,0.195,FALSE,287.439194,43.832092,14.287,4880,,0.62
1714,b,2,11.903515,,0.228,FALSE,289.553283,43.876183,14.939,6064,1.04,1.01
1715,c,2,34.035257,,0.277,FALSE,289.553283,43.876183,14.939,6064,1.04,1.01
1716,b,4,5.433074,,0.128,FALSE,294.667956,43.853259,14.55,5232,,0.89
1717,c,4,12.759712,,0.232,TRUE,294.667956,43.853259,14.55,5232,,0.89
1718,d,4,25.751974,,0.224,TRUE,294.667956,43.853259,14.55,5232,,0.89
1719,e,4,51.16579,,0.129,FALSE,294.667956,43.853259,14.55,5232,,0.89
1720,b,2,36.855,0.006,0.259,TRUE,286.047132,45.053207,15,5942,1.07,1.07
1721,c,2,49.412,0.024,0.633,TRUE,286.047132,45.053207,15,5942,1.07,1.07
1722,b,3,9.576694,,0.259,FALSE,287.101089,46.896477,14.598,5676,,1.07
1723,c,3,20.552802,,0.257,FALSE,287.101089,46.896477,14.598,5676,,1.07
1724,d,3,96.678988,,0.352,TRUE,287.101089,46.896477,14.598,5676,,1.07
1725,b,2,2.735926,,0.146,FALSE,298.663735,47.762043,14.613,5302,,0.76
1726,c,2,6.40013,,0.178,FALSE,298.663735,47.762043,14.613,5302,,0.76
1727,b,3,3.504725,0.022,0.178,TRUE,298.079439,44.746321,13.549,5345,0.97,1.11
1728,c,3,7.64159,0.054,0.49,TRUE,298.079439,44.746321,13.549,5345,0.97,1.11
1729,d,3,14.85888,0.052,0.623,TRUE,298.079439,44.746321,13.549,5345,0.97,1.11
1730,b,2,13.817124,,0.134,FALSE,295.571343,49.774586,14.35,5731,0.84,1.06
1731,c,2,41.885775,,0.269,FALSE,295.571343,49.774586,14.35,5731,0.84,1.06
1732,b,2,3.137873,,0.113,FALSE,296.151402,50.095806,14.707,5333,,0.75
1733,c,2,4.302149,,0.178,FALSE,296.151402,50.095806,14.707,5333,,0.75
1734,b,2,9.825792,,0.23,FALSE,289.830114,50.586246,14.896,6250,1.14,1.15
1735,c,2,20.684342,,0.306,FALSE,289.830114,50.586246,14.896,6250,1.14,1.15
1736,b,2,5.687945,,0.184,FALSE,293.530848,39.315898,14.943,5888,,0.96
1737,c,2,11.637071,,0.203,FALSE,293.530848,39.315898,14.943,5888,,0.96
1738,b,3,10.687576,,0.211,FALSE,291.951908,43.074715,14.338,5788,,0.87
1739,c,3,20.303005,,0.176,FALSE,291.951908,43.074715,14.338,5788,,0.87
1740,d,3,29.022358,,0.222,FALSE,291.951908,43.074715,14.338,5788,,0.87
1741,b,2,1.6329,,0.104,FALSE,282.468103,43.889915,14.458,5208,0.79,0.81
1742,c,2,20.729042,,0.18,FALSE,282.468103,43.889915,14.458,5208,0.79,0.81
1743,b,5,3.8867907,,0.095,FALSE,298.652714,43.955017,14.625,3755,0.54,0.52
1744,c,5,7.267302,,0.112,FALSE,298.652714,43.955017,14.625,3755,0.54,0.52
1745,d,5,13.342996,,0.125,FALSE,298.652714,43.955017,14.625,3755,0.54,0.52
1746,e,5,22.407704,,0.113,FALSE,298.652714,43.955017,14.625,3755,0.54,0.52
1747,f,5,129.9441,,0.104,FALSE,298.652714,43.955017,14.625,3755,0.54,0.52
1748,b,2,4.938864,,0.126,FALSE,299.796456,44.089306,14.173,6105,0.85,1.29
1749,c,2,10.640263,,0.238,FALSE,299.796456,44.089306,14.173,6105,0.85,1.29
1750,b,2,2.061897,,0.15,FALSE,281.27971,44.315533,14.674,6021,,1.14
1751,c,2,5.996553,,0.285,FALSE,281.27971,44.315533,14.674,6021,,1.14
1752,b,2,10.399931,,0.108,FALSE,287.564731,44.305004,14.859,5235,0.79,0.75
1753,c,2,20.134866,,0.212,FALSE,287.564731,44.305004,14.859,5235,0.79,0.75
1754,b,2,9.2869944,0.064,0.197,TRUE,290.420839,37.851786,11.898,5541,0.94,0.85
1755,c,2,160,6,,FALSE,290.420839,37.851786,11.898,5541,0.94,0.85
1756,b,2,2.019999,,0.139,FALSE,288.584039,44.733799,14.137,5106,0.84,0.8
1757,c,2,3.763024,,0.13,FALSE,288.584039,44.733799,14.137,5106,0.84,0.8
1758,b,3,9.939632,,0.12,FALSE,291.183386,45.323177,14.808,5282,0.85,0.79
1759,c,3,17.738506,,0.166,FALSE,291.183386,45.323177,14.808,5282,0.85,0.79
1760,d,3,5.94504102,,0.203,FALSE,291.183386,45.323177,14.808,5282,0.85,0.79
1761,b,3,9.926746,,0.244,FALSE,287.917924,45.592876,14.129,5479,,1.01
1762,c,3,21.2234,,0.249,FALSE,287.917924,45.592876,14.129,5479,,1.01
1763,d,3,6.47027579,,0.091,FALSE,287.917924,45.592876,14.129,5479,,1.01
1764,b,2,11.38848,,0.213,FALSE,296.498596,46.577244,14.615,6335,,1.15
1765,c,2,50.697494,,0.245,FALSE,296.498596,46.577244,14.615,6335,,1.15
1766,b,3,2.092281,,0.135,FALSE,291.971445,47.864174,14.915,6089,,1.02
1767,c,3,17.308032,,0.231,FALSE,291.971445,47.864174,14.915,6089,,1.02
1768,d,3,52.814973,,0.214,FALSE,291.971445,47.864174,14.915,6089,,1.02
1769,b,2,8.307872,,0.181,TRUE,288.120962,47.966667,14.813,5329,,0.78
1770,c,2,34.096863,,0.138,FALSE,288.120962,47.966667,14.813,5329,,0.78
1771,b,2,20.739886,,0.17,FALSE,284.968519,42.079205,14.157,5128,,0.78
1772,c,2,47.427737,,0.2,FALSE,284.968519,42.079205,14.157,5128,,0.78
1773,b,4,5.599308,,0.091,FALSE,295.226435,50.559006,11.811,6004,,1.12
1774,c,4,10.349695,,0.11,FALSE,295.226435,50.559006,11.811,6004,,1.12
1775,d,4,15.677563,,0.109,FALSE,295.226435,50.559006,11.811,6004,,1.12
1776,e,4,25.209715,,0.081,FALSE,295.226435,50.559006,11.811,6004,,1.12
1777,b,3,17.790037,,0.252,FALSE,290.67313,38.691011,13.597,5574,0.93,0.94
1778,c,3,49.567416,,0.22,FALSE,290.67313,38.691011,13.597,5574,0.93,0.94
1779,d,3,1.31184443,,0.136,FALSE,290.67313,38.691011,13.597,5574,0.93,0.94
1780,b,2,23.637604,,0.277,TRUE,295.559419,40.236271,13.595,5644,,0.97
1781,c,2,67.093408,,0.29,TRUE,295.559419,40.236271,13.595,5644,,0.97
1782,b,5,3.6961219,0.027,0.17,FALSE,287.698004,42.338726,12.498,5455,0.91,0.94
1783,c,5,10.854092,0.051,0.274,FALSE,287.698004,42.338726,12.498,5455,0.91,0.94
1784,d,5,77.61184,0.063,0.245,FALSE,287.698004,42.338726,12.498,5455,0.91,0.94
1785,e,5,6.098493,0.01,0.077,FALSE,287.698004,42.338726,12.498,5455,0.91,0.94
1786,f,5,19.57706,0.045,0.092,FALSE,287.698004,42.338726,12.498,5455,0.91,0.94
1787,b,2,8.594805,,0.19,FALSE,284.40992,41.237465,13.984,5678,,0.94
1788,c,2,10.222157,,0.142,FALSE,284.40992,41.237465,13.984,5678,,0.94
1789,b,2,25.672083,,0.219,FALSE,293.62604,41.272827,13.004,6065,1.17,1.23
1790,c,2,151.884058,,0.254,FALSE,293.62604,41.272827,13.004,6065,1.17,1.23
1791,b,2,4.069427,,0.145,FALSE,282.973419,41.322006,13.872,4668,,0.67
1792,c,2,16.282493,,0.165,FALSE,282.973419,41.322006,13.872,4668,,0.67
1793,b,3,3.162697,,0.229,FALSE,297.089977,41.388039,13.989,5821,0.98,1.11
1794,c,3,5.370647,,0.22,FALSE,297.089977,41.388039,13.989,5821,0.98,1.11
1795,d,3,11.32972,,0.128,FALSE,297.089977,41.388039,13.989,5821,0.98,1.11
1796,b,2,14.400974,,0.226,FALSE,285.347187,41.761925,13.909,5812,0.96,1.24
1797,c,2,25.660593,,0.16,FALSE,285.347187,41.761925,13.909,5812,0.96,1.24
1798,b,2,2.75564,,0.135,FALSE,285.287111,41.861172,13.506,4321,,0.55
1799,c,2,20.306546,,0.146,FALSE,285.287111,41.861172,13.506,4321,,0.55
1800,b,3,7.781987,,0.107,FALSE,291.634678,41.833866,13.484,5764,0.94,1.19
1801,c,3,13.137471,,0.158,FALSE,291.634678,41.833866,13.484,5764,0.94,1.19
1802,d,3,23.44281,,0.106,FALSE,291.634678,41.833866,13.484,5764,0.94,1.19
1803,b,3,1.611865,,0.14,FALSE,290.030517,42.16605,13.182,5920,,1.59
1804,c,3,3.071571,,0.134,FALSE,290.030517,42.16605,13.182,5920,,1.59
1805,d,3,5.868075,,0.295,FALSE,290.030517,42.16605,13.182,5920,,1.59
1806,b,4,4.22864,,0.145,FALSE,293.890206,42.528008,13.749,6092,1.03,1.31
1807,c,4,7.466623,,0.124,FALSE,293.890206,42.528008,13.749,6092,1.03,1.31
1808,d,4,11.131786,,0.107,FALSE,293.890206,42.528008,13.749,6092,1.03,1.31
1809,e,4,16.259458,,0.132,FALSE,293.890206,42.528008,13.749,6092,1.03,1.31
1810,b,2,16.087845,,0.202,FALSE,291.169537,42.640812,13.998,5513,,0.94
1811,c,2,41.749882,,0.277,TRUE,291.169537,42.640812,13.998,5513,,0.94
1812,b,1,2.785755,0.033,0.146,FALSE,287.361816,38.714016,8.25,6131,1.34,1.86
1813,b,2,2.453234,,0.262,FALSE,292.503389,43.083149,13.822,4559,,0.65
1814,c,2,7.972513,,0.323,TRUE,292.503389,43.083149,13.822,4559,,0.65
1815,b,2,4.138575,,0.112,FALSE,285.439151,43.168484,13.283,5123,0.97,0.82
1816,c,2,6.04045,,0.115,FALSE,285.439151,43.168484,13.283,5123,0.97,0.82
1817,b,2,16.257582,,0.097,FALSE,287.620834,43.141678,13.178,5852,1.16,1.46
1818,c,2,31.805174,,0.244,FALSE,287.620834,43.141678,13.178,5852,1.16,1.46
1819,b,2,2.46236,,0.145,FALSE,290.824182,44.647186,13.648,5696,0.94,1.2
1820,c,2,4.822962,,0.209,FALSE,290.824182,44.647186,13.648,5696,0.94,1.2
1821,b,2,15.660544,,0.233,FALSE,284.754851,44.956032,13.949,6169,,1.35
1822,c,2,28.7798,,0.19,FALSE,284.754851,44.956032,13.949,6169,,1.35
1823,b,4,9.360672,,0.145,FALSE,294.973509,45.213688,13.58,5739,0.77,1.03
1824,c,4,14.667108,,0.158,FALSE,294.973509,45.213688,13.58,5739,0.77,1.03
1825,d,4,30.864423,,0.213,TRUE,294.973509,45.213688,13.58,5739,0.77,1.03
1826,e,4,68.16101,,0.156,FALSE,294.973509,45.213688,13.58,5739,0.77,1.03
1827,b,2,7.693641,,0.21,FALSE,293.728072,46.129154,13.998,6091,,1.26
1828,c,2,17.406669,,0.271,FALSE,293.728072,46.129154,13.998,6091,,1.26
1829,b,3,5.374943,,0.199,FALSE,293.037744,46.277508,13.294,6171,,1.8
1830,c,3,8.586004,,0.165,FALSE,293.037744,46.277508,13.294,6171,,1.8
1831,d,3,3.88689525,,0.118,FALSE,293.037744,46.277508,13.294,6171,,1.8
1832,b,3,3.619337,,0.132,FALSE,295.412811,46.266472,13.967,5502,,1.06
1833,c,3,44.699576,,0.28,FALSE,295.412811,46.266472,13.967,5502,,1.06
1834,d,3,124.5244647,,0.237,FALSE,295.412811,46.266472,13.967,5502,,1.06
1835,b,3,4.585512,,0.263,FALSE,288.73898,46.762558,13.764,5786,,1.49
1836,c,3,22.714613,,0.319,FALSE,288.73898,46.762558,13.764,5786,,1.49
1837,d,3,47.903645,,0.251,FALSE,288.73898,46.762558,13.764,5786,,1.49
1838,b,1,289.8623,0.113,0.212,FALSE,289.217484,47.884464,11.664,5518,0.97,0.98
1839,b,4,4.159807,,0.072,FALSE,291.506237,46.895779,13.177,4632,,0.67
1840,c,4,9.034199,,0.14,FALSE,291.506237,46.895779,13.177,4632,,0.67
1841,d,4,28.122397,,0.087,FALSE,291.506237,46.895779,13.177,4632,,0.67
1842,e,4,45.902733,,0.119,FALSE,291.506237,46.895779,13.177,4632,,0.67
1843,b,4,2.795906,,0.153,FALSE,296.654765,46.83527,13.749,5243,0.72,0.82
1844,c,4,5.690586,,0.261,FALSE,296.654765,46.83527,13.749,5243,0.72,0.82
1845,d,4,10.04156,,0.244,FALSE,296.654765,46.83527,13.749,5243,0.72,0.82
1846,e,4,18.369917,,0.235,TRUE,296.654765,46.83527,13.749,5243,0.72,0.82
1847,b,3,3.936981,,0.282,FALSE,287.9061,46.937767,15.063,5433,,0.87
1848,c,3,10.08881,,0.414,FALSE,287.9061,46.937767,15.063,5433,,0.87
1849,d,3,28.081912,,0.329,FALSE,287.9061,46.937767,15.063,5433,,0.87
1850,b,4,7.38449,0.02328,0.267,TRUE,298.318356,47.279495,15.344,,1.12,1.72
1851,c,4,9.84564,0.01605,0.307,TRUE,298.318356,47.279495,15.344,,1.12,1.72
1852,d,4,14.78869,0.02517,0.467,TRUE,298.318356,47.279495,15.344,,1.12,1.72
1853,e,4,19.72567,0.0151,0.41,TRUE,298.318356,47.279495,15.344,,1.12,1.72
1854,b,4,3.132924,,0.124,FALSE,290.934287,47.357601,15.644,5018,0.74,0.68
1855,c,4,5.925003,,0.278,FALSE,290.934287,47.357601,15.644,5018,0.74,0.68
1856,d,4,11.349393,,0.205,FALSE,290.934287,47.357601,15.644,5018,0.74,0.68
1857,e,4,18.643577,,0.176,FALSE,290.934287,47.357601,15.644,5018,0.74,0.68
1858,b,2,6.738975,,0.107,FALSE,292.193984,47.457096,15.962,3682,,0.48
1859,c,2,18.794234,,0.164,FALSE,292.193984,47.457096,15.962,3682,,0.48
1860,b,3,3.940997,,0.138,FALSE,292.376129,47.880989,15.416,5571,0.86,0.8
1861,c,3,5.349555,,0.203,FALSE,292.376129,47.880989,15.416,5571,0.86,0.8
1862,d,3,8.109044,,0.109,FALSE,292.376129,47.880989,15.416,5571,0.86,0.8
1863,b,2,9.488015,,0.277,FALSE,291.934236,48.141651,15.347,5854,,1.09
1864,c,2,54.418694,,0.271,FALSE,291.934236,48.141651,15.347,5854,,1.09
1865,b,3,2.566546,,0.136,FALSE,296.286142,48.224667,15.714,6043,,1.01
1866,c,3,4.134444,,0.241,FALSE,296.286142,48.224667,15.714,6043,,1.01
1867,d,3,11.094286,,0.36,FALSE,296.286142,48.224667,15.714,6043,,1.01
1868,b,3,6.252972,,0.196,FALSE,286.999471,48.375797,15.841,5120,,0.73
1869,c,3,16.068638,,0.439,FALSE,286.999471,48.375797,15.841,5120,,0.73
1870,d,3,41.194912,,0.343,TRUE,286.999471,48.375797,15.841,5120,,0.73
1871,b,3,7.1073,0.8,0.17,TRUE,294.218924,49.479225,13.438,5828,1.11,1.55
1872,c,3,10.7421,2.7,0.285,TRUE,294.218924,49.479225,13.438,5828,1.11,1.55
1873,d,3,15.274299,,0.196,TRUE,294.218924,49.479225,13.438,5828,1.11,1.55
1874,b,2,32.625555,,0.38,TRUE,285.718538,48.505859,15.082,5588,,0.82
1875,c,2,91.773242,,0.182,FALSE,285.718538,48.505859,15.082,5588,,0.82
1876,b,2,10.065275,,0.154,FALSE,293.973353,50.531914,15.385,3767,0.58,0.49
1877,c,2,19.271566,,0.172,TRUE,293.973353,50.531914,15.385,3767,0.58,0.49
1878,b,2,4.431222,,0.275,FALSE,295.816158,51.121742,15.367,5847,,0.97
1879,c,2,11.379349,,0.342,FALSE,295.816158,51.121742,15.367,5847,,0.97
1880,b,2,8.472382,,0.217,FALSE,296.366522,51.319523,15.339,5360,,0.76
1881,c,2,60.418955,,0.242,FALSE,296.366522,51.319523,15.339,5360,,0.76
1882,b,2,2.711506,,0.33,FALSE,291.653519,38.494659,15.541,6224,,1.11
1883,c,2,7.21205,,0.313,FALSE,291.653519,38.494659,15.541,6224,,1.11
1884,b,4,3.340222,,0.199,FALSE,286.079103,39.278313,15.954,4255,0.59,0.55
1885,c,4,7.824904,,0.114,FALSE,286.079103,39.278313,15.954,4255,0.59,0.55
1886,d,4,20.060548,,0.183,FALSE,286.079103,39.278313,15.954,4255,0.59,0.55
1887,e,4,46.183669,,0.198,FALSE,286.079103,39.278313,15.954,4255,0.59,0.55
1888,b,2,8.295611,,0.14,FALSE,283.866378,39.898092,15.414,3750,0.56,0.51
1889,c,2,23.968127,,0.178,FALSE,283.866378,39.898092,15.414,3750,0.56,0.51
1890,b,2,4.715106,,0.126,FALSE,283.221387,40.421834,15.289,4861,0.7,0.72
1891,c,2,8.103636,,0.186,FALSE,283.221387,40.421834,15.289,4861,0.7,0.72
1892,b,5,2.090876,,0.154,FALSE,287.897113,40.637815,15.084,5751,1.06,1.43
1893,c,5,6.155557,,0.213,FALSE,287.897113,40.637815,15.084,5751,1.06,1.43
1894,d,5,13.233549,,0.274,FALSE,287.897113,40.637815,15.084,5751,1.06,1.43
1895,e,5,23.654,0.534,0.5,TRUE,287.897113,40.637815,15.084,5751,1.06,1.43
1896,f,5,50.447,0.042,0.178,TRUE,287.897113,40.637815,15.084,5751,1.06,1.43
1897,b,2,11.763051,,0.208,FALSE,294.202137,40.663406,15.208,4914,0.74,0.76
1898,c,2,56.228098,,0.224,FALSE,294.202137,40.663406,15.208,4914,0.74,0.76
1899,b,4,8.1453,1.6,0.214,TRUE,290.413267,38.343754,14.925,5897,1.03,1.29
1900,c,4,12.3335,1.6,0.25,TRUE,290.413267,38.343754,14.925,5897,1.03,1.29
1901,d,4,4.244384,,0.149,FALSE,290.413267,38.343754,14.925,5897,1.03,1.29
1902,e,4,18.998355,,0.248,FALSE,290.413267,38.343754,14.925,5897,1.03,1.29
1903,b,2,4.144495,,0.122,FALSE,291.158774,40.750263,15.66,4985,,0.74
1904,c,2,7.953528,,0.196,FALSE,291.158774,40.750263,15.66,4985,,0.74
1905,b,2,12.718092,,0.208,FALSE,292.913118,41.060921,15.389,4699,,0.67
1906,c,2,36.065978,,0.229,FALSE,292.913118,41.060921,15.389,4699,,0.67
1907,b,2,8.20395,,0.233,FALSE,286.565695,41.808403,15.376,5020,,0.85
1908,c,2,14.496481,,0.178,FALSE,286.565695,41.808403,15.376,5020,,0.85
1909,b,2,5.715442,,0.219,FALSE,285.11047,42.033958,15.086,5228,0.89,0.84
1910,c,2,20.026218,,0.178,FALSE,285.11047,42.033958,15.086,5228,0.89,0.84
1911,b,3,4.311792,,0.246,FALSE,287.24268,42.301369,15.604,5554,,0.8
1912,c,3,9.767292,,0.183,FALSE,287.24268,42.301369,15.604,5554,,0.8
1913,d,3,20.050401,,0.206,FALSE,287.24268,42.301369,15.604,5554,,0.8
1914,b,4,7.49019,,0.229,TRUE,291.638965,42.436317,15.599,5100,0.8,0.8
1915,c,4,17.460812,,0.194,TRUE,291.638965,42.436317,15.599,5100,0.8,0.8
1916,d,4,36.277108,,0.27,TRUE,291.638965,42.436317,15.599,5100,0.8,0.8
1917,e,4,3.21982106,,0.156,FALSE,291.638965,42.436317,15.599,5100,0.8,0.8
1918,b,2,4.60182,,0.209,FALSE,296.483427,42.663429,15.024,5206,0.86,0.83
1919,c,2,11.187161,,0.134,FALSE,296.483427,42.663429,15.024,5206,0.86,0.83
1920,b,3,3.33616,,0.146,TRUE,288.642531,43.039291,15.067,5100,,0.77
1921,c,3,9.439452,,0.365,TRUE,288.642531,43.039291,15.067,5100,,0.77
1922,d,3,20.477912,,0.352,TRUE,288.642531,43.039291,15.067,5100,,0.77
1923,b,2,6.308205,,0.269,FALSE,293.061384,43.581356,15.258,5190,,0.83
1924,c,2,16.239494,,0.363,FALSE,293.061384,43.581356,15.258,5190,,0.83
1925,b,3,3.306539,,0.097,FALSE,296.985068,43.658524,15.234,3568,,0.48
1926,c,3,7.113702,,0.135,FALSE,296.985068,43.658524,15.234,3568,,0.48
1927,d,3,15.368459,,0.14,FALSE,296.985068,43.658524,15.234,3568,,0.48
1928,b,3,6.2385,12.7,0.232,TRUE,286.638393,39.487894,10.734,6270,1.19,1.31
1929,c,3,12.7204,4.16,0.401,TRUE,286.638393,39.487894,10.734,6270,1.19,1.31
1930,d,3,123,0.283,,FALSE,286.638393,39.487894,10.734,6270,1.19,1.31
1931,b,3,4.148141,,0.101,FALSE,289.594765,44.141953,15.46,5160,0.8,0.81
1932,c,3,7.156804,,0.203,FALSE,289.594765,44.141953,15.46,5160,0.8,0.81
1933,d,3,17.648312,,0.194,FALSE,289.594765,44.141953,15.46,5160,0.8,0.81
1934,b,4,4.790936,,0.119,FALSE,296.566237,44.105865,15.223,5526,0.91,0.89
1935,c,4,16.514043,,0.247,FALSE,296.566237,44.105865,15.223,5526,0.91,0.89
1936,d,4,30.133001,,0.247,FALSE,296.566237,44.105865,15.223,5526,0.91,0.89
1937,e,4,99.640161,,0.247,FALSE,296.566237,44.105865,15.223,5526,0.91,0.89
1938,b,2,6.668391,,0.11,FALSE,295.579345,44.545963,15.058,4208,0.52,0.55
1939,c,2,10.848463,,0.192,FALSE,295.579345,44.545963,15.058,4208,0.52,0.55
1940,b,3,3.783986,,0.145,FALSE,291.841992,44.858089,15.532,5208,,0.79
1941,c,3,10.281951,,0.236,FALSE,291.841992,44.858089,15.532,5208,,0.79
1942,d,3,18.119869,,0.283,FALSE,291.841992,44.858089,15.532,5208,,0.79
1943,b,3,5.826662,,0.345,FALSE,288.164701,45.816504,15.843,5957,,0.91
1944,c,3,12.412183,,0.192,FALSE,288.164701,45.816504,15.843,5957,,0.91
1945,d,3,18.746477,,0.223,FALSE,288.164701,45.816504,15.843,5957,,0.91
1946,b,3,5.714606,,0.138,FALSE,296.064233,45.976841,15.596,5573,0.97,0.93
1947,c,3,9.946047,,0.267,FALSE,296.064233,45.976841,15.596,5573,0.97,0.93
1948,d,3,1.04562266,,0.118,FALSE,296.064233,45.976841,15.596,5573,0.97,0.93
1949,b,4,1.620493,,0.142,FALSE,292.580445,46.097389,15.065,5551,1.02,1.3
1950,c,4,3.38802,,0.192,FALSE,292.580445,46.097389,15.065,5551,1.02,1.3
1951,d,4,5.839172,,0.221,FALSE,292.580445,46.097389,15.065,5551,1.02,1.3
1952,e,4,10.681572,,0.21,FALSE,292.580445,46.097389,15.065,5551,1.02,1.3
1953,b,3,2.382667,,0.233,FALSE,297.315994,46.023269,15.471,5180,,1.04
1954,c,3,6.581484,,0.483,FALSE,297.315994,46.023269,15.471,5180,,1.04
1955,d,3,24.664551,,0.442,FALSE,297.315994,46.023269,15.471,5180,,1.04
1956,b,2,13.19722,,0.362,FALSE,294.06849,46.57933,15.223,4942,0.8,0.92
1957,c,2,33.653079,,0.322,FALSE,294.06849,46.57933,15.223,4942,0.8,0.92
1958,b,2,8.115317,,0.25,FALSE,288.211929,46.615005,15.219,5938,,0.9
1959,c,2,36.924931,,0.241,FALSE,288.211929,46.615005,15.219,5938,,0.9
1960,b,4,12.28,0.01611,0.248,TRUE,284.940997,46.56654,15.473,3914,0.54,0.51
1961,c,4,17.2559,0.01951,0.243,TRUE,284.940997,46.56654,15.473,3914,0.54,0.51
1962,d,4,3.543919,,0.095,FALSE,284.940997,46.56654,15.473,3914,0.54,0.51
1963,e,4,46.827915,,0.215,FALSE,284.940997,46.56654,15.473,3914,0.54,0.51
1964,b,2,8.187399,,0.179,FALSE,291.925972,38.014122,14.138,5250,0.88,0.86
1965,c,2,76.050178,,0.155,FALSE,291.925972,38.014122,14.138,5250,0.88,0.86
1966,b,2,10.381227,,0.194,FALSE,291.364773,37.609184,13.562,5098,0.87,0.79
1967,c,2,24.570858,,0.178,FALSE,291.364773,37.609184,13.562,5098,0.87,0.79
1968,b,2,13.060855,,0.121,FALSE,290.728675,37.252649,14.246,5841,,0.88
1969,c,2,21.853722,,0.146,FALSE,290.728675,37.252649,14.246,5841,,0.88
1970,b,2,16.568087,,0.238,FALSE,292.469762,37.567794,15.391,5265,,0.79
1971,c,2,47.332773,,0.22,FALSE,292.469762,37.567794,15.391,5265,,0.79
1972,b,2,40.806231,,0.297,FALSE,292.044615,37.376246,13.038,6158,1.32,1.55
1973,c,2,140.101261,,0.252,FALSE,292.044615,37.376246,13.038,6158,1.32,1.55
1974,b,4,6.846262,,0.166,FALSE,290.510478,41.24482,15.381,5835,1.03,1.1
1975,c,4,17.028937,,0.235,FALSE,290.510478,41.24482,15.381,5835,1.03,1.1
1976,d,4,43.130617,,0.222,FALSE,290.510478,41.24482,15.381,5835,1.03,1.1
1977,e,4,67.831024,,0.231,FALSE,290.510478,41.24482,15.381,5835,1.03,1.1
1978,b,2,6.61833,,0.221,FALSE,294.484378,44.166916,15.59,5885,0.99,1.03
1979,c,2,107.723601,,0.347,FALSE,294.484378,44.166916,15.59,5885,0.99,1.03
1980,b,3,3.353728,,0.177,FALSE,299.830387,47.157461,15.438,4258,0.56,0.56
1981,c,3,6.87745,,0.19,FALSE,299.830387,47.157461,15.438,4258,0.56,0.56
1982,d,3,28.464515,,0.203,FALSE,299.830387,47.157461,15.438,4258,0.56,0.56
1983,b,2,25.934138,,0.227,FALSE,291.976175,38.055075,13.703,6081,,1.27
1984,c,2,83.446393,,0.302,FALSE,291.976175,38.055075,13.703,6081,,1.27
1985,b,2,5.326718,,0.22,FALSE,290.215171,41.775967,15.808,5847,0.98,0.96
1986,c,2,8.127899,,0.151,FALSE,290.215171,41.775967,15.808,5847,0.98,0.96
1987,b,2,15.3348,9.11,0.357,TRUE,292.236769,41.085876,15.855,5400,0.65,0.59
1988,c,2,31.3309,13.8,0.437,TRUE,292.236769,41.085876,15.855,5400,0.65,0.59
1989,b,2,11.476094,,0.179,FALSE,282.2001,44.422302,13.908,6067,,1.46
1990,c,2,25.262887,,0.158,FALSE,282.2001,44.422302,13.908,6067,,1.46
1991,b,3,5.217738,,0.079,FALSE,283.00298,44.284233,13.404,5524,,0.88
1992,c,3,7.410935,,0.089,FALSE,283.00298,44.284233,13.404,5524,,0.88
1993,d,3,5.24972541,,0.059,FALSE,283.00298,44.284233,13.404,5524,,0.88
1994,b,3,2.971353,,0.128,FALSE,299.127524,47.59383,14.678,5297,0.79,0.93
1995,c,3,6.057342,,0.16,FALSE,299.127524,47.59383,14.678,5297,0.79,0.93
1996,d,3,10.937304,,0.201,FALSE,299.127524,47.59383,14.678,5297,0.79,0.93
1997,b,2,2.936532,,0.134,FALSE,291.302209,47.697758,14.968,5626,,0.81
1998,c,2,8.014927,,0.177,FALSE,291.302209,47.697758,14.968,5626,,0.81
