rowid,pl_letter,pl_pnum,pl_orbper,pl_bmassj,pl_radj,pl_ttvflag,ra,dec,st_optmag,st_teff,st_mass,st_rad
1255,b,4,6.178196,,0.108,FALSE,283.23581,41.343037,11.818,6003,,1.18
1256,c,4,6.414914,,0.114,FALSE,283.23581,41.343037,11.818,6003,,1.18
1257,d,4,18.010199,,0.138,FALSE,283.23581,41.343037,11.818,6003,,1.18
1258,e,4,110.2869374,,0.105,FALSE,283.23581,41.343037,11.818,6003,,1.18
1259,b,1,0.86838653,,0.152,FALSE,288.433591,40.380875,15.898,4817,0.8,0.74
1260,b,2,11.12830484,,0.439,FALSE,294.528593,46.640962,16.835,4094,0.54,0.53
1261,c,2,2.22649109,,0.214,FALSE,294.528593,46.640962,16.835,4094,0.54,0.53
1262,b,1,0.96286738,,0.144,FALSE,293.204521,45.435402,15.81,5488,0.9,0.87
1263,b,1,0.92990668,,0.136,FALSE,292.872284,46.098885,12.41,6169,1.18,1.4
1264,b,1,4.11584468,,0.135,FALSE,291.18497,40.311214,15.141,4776,0.78,0.73
1265,b,1,33.8786838,,0.255,FALSE,285.017227,42.085384,15.16,5550,0.93,0.91
1266,b,1,42.3514267,,0.373,FALSE,296.222144,39.268958,12.852,6725,1.45,1.74
1267,b,1,14.88801098,,0.161,FALSE,289.064869,50.460976,13.914,5885,1.02,1.03
1268,b,1,4.52158888,,0.087,FALSE,284.675388,44.41777,13.836,5780,1,0.99
1269,b,1,9.33646594,,0.194,FALSE,281.647742,48.271046,15.911,4500,0.72,0.69
1270,b,2,8.129976,,0.157,FALSE,297.277976,48.320328,12.848,5736,,1.43
1271,c,2,31.517586,,0.253,FALSE,297.277976,48.320328,12.848,5736,,1.43
1272,b,1,10.10769068,,0.147,FALSE,290.576737,39.956893,15.017,5608,0.97,0.94
1273,b,1,0.78916165,,0.094,FALSE,297.073789,41.22448,15.031,4508,0.72,0.69
1274,b,1,11.87456832,,0.122,FALSE,291.02859,43.913673,13.756,5581,0.95,0.9
1275,b,1,109.6471842,,0.251,FALSE,293.527561,41.111437,15.162,5628,0.94,0.92
1276,b,1,15.64591713,,0.204,FALSE,289.31148,51.320866,15.241,5614,0.94,0.91
1277,b,1,6.26406846,,0.129,FALSE,284.838408,42.070431,15.329,4903,0.77,0.74
1278,b,2,23.198681,,0.177,FALSE,296.277711,46.899857,14.056,5512,0.94,1.3
1279,c,2,5.77721211,,0.153,FALSE,296.277711,46.899857,14.056,5512,0.94,1.3
1280,b,1,24.4002549,,0.215,FALSE,287.009098,46.796101,15.858,4523,0.7,0.67
1281,b,1,0.93511806,,0.082,FALSE,284.042335,41.699139,13.615,5909,1.04,1.05
1282,b,1,1.34155513,,0.063,FALSE,283.745794,48.373394,12.299,5586,0.94,0.93
1283,b,2,5.317429,,0.178,FALSE,284.739001,49.598396,12.324,5983,,1.18
1284,c,2,10.105785,,0.112,FALSE,284.739001,49.598396,12.324,5983,,1.18
1285,b,1,0.66502692,,0.138,FALSE,296.232807,42.47279,14.758,6331,1.27,1.42
1286,b,1,132.9968322,,0.267,FALSE,280.511769,44.159351,15.028,4662,0.79,0.72
1287,b,1,2.21571036,,0.148,FALSE,297.020069,43.432549,15.392,5527,0.93,0.9
1288,b,1,3.35183158,,0.172,FALSE,294.294533,50.725376,15.526,5759,0.95,0.93
1289,b,1,4.7683049,,0.164,FALSE,287.086297,46.945816,14.083,5981,1.09,1.13
1290,b,1,44.6169557,,0.211,FALSE,292.477965,46.022835,13.791,6449,1.32,1.55
1291,b,1,3.40165668,,0.141,FALSE,291.841308,45.179176,14.497,6133,1.14,1.21
1292,b,1,14.00947528,,0.092,FALSE,299.659605,40.843853,13.38,5193,0.82,0.79
1293,b,1,27.5722742,,0.173,FALSE,292.08746,49.788765,14.718,5911,1.04,1.04
1294,b,1,2.12823928,,0.062,FALSE,286.338369,48.744099,11.126,6086,1.16,1.28
1295,b,2,6.00253,,0.161,FALSE,290.495129,38.795481,12.73,6090,,1.27
1296,c,2,11.448708,,0.103,FALSE,290.495129,38.795481,12.73,6090,,1.27
1297,b,2,4.4968604,,0.225,FALSE,288.250582,46.679602,16.283,3827,0.55,0.53
1298,c,2,1.76678906,,0.154,FALSE,288.250582,46.679602,16.283,3827,0.55,0.53
1299,b,1,0.91614077,,0.058,FALSE,293.60872,42.197678,14.107,4439,0.7,0.67
1300,b,1,1.87788275,,0.079,FALSE,290.693736,48.701477,13.295,6118,1.11,1.16
1301,b,1,24.7543966,,0.161,FALSE,295.735335,42.576252,15.514,4776,0.76,0.72
1302,b,1,76.613377,,0.265,FALSE,291.245187,37.759052,14.357,6168,1.16,1.24
1303,b,1,1.28958811,,0.13,FALSE,283.741416,49.067978,15.471,5352,0.88,0.83
1304,b,1,0.63400294,,0.136,FALSE,290.995346,43.243938,15.76,5106,0.82,0.78
1305,b,1,3.0091324,,0.114,FALSE,291.548094,50.353313,15.273,5597,0.93,0.9
1306,b,1,7.06317341,,0.1,FALSE,286.170543,43.008911,14.572,5181,0.82,0.79
1307,b,1,59.4970952,,0.252,FALSE,289.538819,41.892825,15.768,4709,0.78,0.72
1308,b,2,11.5789,,0.183,TRUE,296.467314,42.598771,12.459,6165,1.2,1.35
1309,c,2,16.399235,,0.178,FALSE,296.467314,42.598771,12.459,6165,1.2,1.35
1310,b,1,40.5286413,,0.303,FALSE,300.344076,45.623219,13.913,6778,1.51,1.83
1311,b,1,3.57554956,,0.077,FALSE,283.565314,46.904255,13.93,5131,0.83,0.79
1312,b,1,136.205626,,0.232,FALSE,288.538542,40.877113,15.839,4857,0.8,0.74
1313,b,1,2.94194094,,0.112,FALSE,296.996558,49.256413,15.29,4839,0.76,0.72
1314,b,1,13.32196237,,0.192,FALSE,295.152201,49.587605,13.228,6805,1.49,1.79
1315,b,2,7.69993485,,0.082,FALSE,292.19971,42.046089,13.421,5770,1,1.05
1316,c,2,4.77468005,,0.071,FALSE,292.19971,42.046089,13.421,5770,1,1.05
1317,b,1,2.16457097,,0.128,FALSE,285.064914,41.554874,15.877,4070,0.62,0.6
1318,b,1,1.57409027,,0.082,FALSE,288.416528,47.878731,15.571,4106,0.62,0.6
1319,b,1,0.67564949,,0.147,FALSE,294.766985,41.64468,15.892,5906,1.07,1.08
1320,b,1,25.873148,,0.24,FALSE,285.797234,40.936186,15.323,5761,0.99,0.99
1321,b,2,8.436387,,0.131,FALSE,282.135534,43.039101,12.99,5187,,0.8
1322,c,2,18.735753,,0.168,FALSE,282.135534,43.039101,12.99,5187,,0.8
1323,b,2,20.2641684,,0.164,FALSE,284.565675,41.778484,13.701,6202,1.19,1.29
1324,c,2,7.44142113,,0.113,FALSE,284.565675,41.778484,13.701,6202,1.19,1.29
1325,b,2,3.4462039,,0.065,FALSE,288.831383,47.551994,13.851,5361,0.87,0.83
1326,c,2,2.00541269,,0.057,FALSE,288.831383,47.551994,13.851,5361,0.87,0.83
1327,b,1,1.31155557,,0.113,FALSE,288.886635,44.83955,15.371,5677,0.98,0.97
1328,b,1,1.29123275,,0.103,FALSE,285.752049,39.249205,14.135,6299,1.22,1.33
1329,b,1,10.65276707,,0.204,FALSE,291.349983,45.172267,15.97,5323,0.85,0.81
1330,b,1,3.3004192,,0.155,FALSE,296.293558,43.403267,13.749,6704,1.47,1.78
1331,b,1,5.30880656,,0.094,FALSE,286.958437,42.541386,14.699,5659,0.98,0.97
1332,b,1,0.74092842,,0.112,FALSE,289.195458,46.651703,15.918,5218,0.86,0.82
1333,b,1,11.95398936,,0.196,FALSE,297.373313,40.366398,15.911,4407,0.7,0.67
1334,b,1,0.88184115,,0.116,FALSE,293.670471,41.410248,15.919,5188,0.83,0.79
1335,b,3,10.3126,0.00021,0.047,TRUE,290.381547,43.292973,12.925,3841,0.52,0.44
1336,c,3,13.7813,0.0062,0.107,TRUE,290.381547,43.292973,12.925,3841,0.52,0.44
1337,d,3,23.0881,0.00201,0.108,TRUE,290.381547,43.292973,12.925,3841,0.52,0.44
1338,b,1,10.3108245,,0.128,FALSE,288.116053,42.440422,15.619,5570,0.96,0.94
1339,b,1,25.3842686,,0.201,FALSE,287.535764,48.727791,15.535,5747,0.96,0.94
1340,b,1,16.3583055,,0.168,FALSE,295.377379,39.048031,12.683,6161,1.36,1.72
1341,b,1,13.9093583,,0.126,FALSE,297.944779,42.191882,13.716,6370,1.26,1.44
1342,b,1,15.36262753,,0.173,FALSE,296.215166,39.527049,15.384,4919,0.78,0.74
1343,b,1,2.88879862,,0.076,FALSE,282.631369,46.481106,12.858,5732,1.15,1.29
1344,b,1,6.73972381,,0.111,FALSE,280.823394,42.636056,14.455,5733,1.02,1.03
1345,b,1,2.27952666,,0.083,FALSE,292.440396,43.209431,14.589,5046,0.82,0.77
1346,b,4,12.2854603,,0.231,FALSE,283.33604,47.174535,16.279,4098,0.63,0.61
1347,c,4,5.53608151,,0.202,FALSE,283.33604,47.174535,16.279,4098,0.63,0.61
1348,d,4,20.9568158,,0.255,FALSE,283.33604,47.174535,16.279,4098,0.63,0.61
1349,e,4,37.6327084,,0.219,FALSE,283.33604,47.174535,16.279,4098,0.63,0.61
1350,b,1,99.2530951,,0.158,FALSE,285.717427,44.758423,14.699,5078,0.81,0.74
1351,b,2,15.771044,,0.262,FALSE,282.391957,43.889351,12.701,5594,1.08,1.3
1352,c,2,157.072878,,0.302,TRUE,282.391957,43.889351,12.701,5594,1.08,1.3
1353,b,1,6.48021673,,0.105,FALSE,298.662345,48.248764,14.421,5753,0.98,0.98
1354,b,1,54.4092333,,0.15,FALSE,294.831023,46.659592,13.852,5840,1.03,1.1
1355,b,1,15.1410397,,0.175,FALSE,288.766976,46.394424,15.679,5479,0.88,0.85
1356,b,1,2.44357812,,0.071,FALSE,284.459458,40.142553,13.348,5697,0.95,0.92
1357,b,1,3.93766373,,0.124,FALSE,283.4532,45.084141,11.801,6481,1.64,2.55
1358,b,1,3.78470649,,0.071,FALSE,292.337551,47.6642,12.581,6138,1.17,1.23
1359,b,1,18.2206421,,0.185,FALSE,294.336468,44.918293,14.544,6195,1.18,1.27
1360,b,1,47.449955,,0.153,FALSE,299.675859,47.075844,14.089,6026,1.09,1.12
1361,b,2,2.78815679,,0.08,FALSE,294.866185,48.638985,13.71,6126,1.13,1.18
1362,c,2,4.13827595,,0.092,FALSE,294.866185,48.638985,13.71,6126,1.13,1.18
1363,b,1,1.63865306,,0.112,FALSE,293.311681,46.041714,15.49,5735,0.97,0.96
1364,b,1,6.790123,8.4,1.136,FALSE,287.708814,47.33305,12.128,6395,1.51,2.05
1365,b,2,3.25427,,0.144,FALSE,287.369468,46.768213,12.996,6077,,1.29
1366,c,2,91.353282,,0.161,FALSE,287.369468,46.768213,12.996,6077,,1.29
1367,b,1,9.06689421,,0.145,FALSE,286.271652,45.440807,15.737,5044,0.83,0.78
1368,b,1,11.20066445,,0.15,FALSE,287.466042,40.758452,14.982,5964,1.07,1.1
1369,b,1,2.03387914,,0.068,FALSE,291.847824,48.968132,14.621,5416,0.9,0.87
1370,b,1,5.19492202,,0.191,FALSE,290.867707,38.960119,15.598,6060,1.11,1.15
1371,b,1,15.9314739,,0.179,FALSE,296.00943,50.498386,15.688,5261,0.84,0.8
1372,b,1,28.2274184,,0.353,FALSE,295.684842,39.256142,15.873,5925,1.05,1.07
1373,b,1,11.62905828,,0.098,FALSE,292.081863,38.915023,13.256,5892,1.05,1.12
1374,b,1,20.0711504,,0.201,FALSE,283.942432,41.4716,14.935,6010,1.1,1.15
1375,b,1,2.99793191,,0.079,FALSE,282.699942,45.42577,12.003,6170,1.21,1.35
1376,b,1,0.76486493,,0.093,FALSE,290.084786,51.208603,15.168,5160,0.83,0.79
1377,b,2,3.107675,,0.062,FALSE,297.970897,47.731678,13.448,4910,1,0.79
1378,c,2,7.010606,,0.126,FALSE,297.970897,47.731678,13.448,4910,1,0.79
1379,b,1,60.866168,,0.159,FALSE,290.510198,38.743544,15.757,4092,0.63,0.6
1380,b,1,86.1150888,,0.252,FALSE,286.361579,42.963924,15.831,5664,0.95,0.92
1381,b,1,3.6146051,,0.074,FALSE,292.18012,49.20248,13.219,5880,1.06,1.27
1382,b,1,13.1829642,,0.162,FALSE,294.341649,46.498767,16.239,5196,0.84,0.8
1383,b,1,3.51576315,,0.11,FALSE,284.92858,42.42231,14.897,4951,0.8,0.75
1384,b,1,0.63642408,,0.115,FALSE,285.156913,47.873333,15.744,5267,0.89,0.84
1385,b,1,1.49514952,,0.079,FALSE,298.663468,43.894073,14.22,6019,1.09,1.15
1386,b,1,20.3505213,,0.089,FALSE,290.949888,40.605215,13.914,5839,1.02,1.02
1387,b,1,22.4764425,,0.148,FALSE,282.997478,41.678551,15.037,4770,0.77,0.72
1388,b,1,42.5215895,,0.255,FALSE,292.254635,37.97142,15.761,5796,1.01,1.01
1389,b,3,2.024152,,0.178,FALSE,295.118899,48.481281,13.203,5790,0.99,1.27
1390,c,3,4.761702,,0.255,FALSE,295.118899,48.481281,13.203,5790,0.99,1.27
1391,d,3,41.809118,,0.193,FALSE,295.118899,48.481281,13.203,5790,0.99,1.27
1392,b,1,6.69960006,,0.114,FALSE,296.20381,42.777832,15.883,5187,0.82,0.79
1393,b,1,6.9131112,,0.083,FALSE,286.580592,48.544197,12.788,6335,1.25,1.42
1394,b,1,18.6051942,,0.18,FALSE,293.890178,48.336121,15.665,6194,1.15,1.23
1395,b,1,23.955378,,0.095,FALSE,288.243782,41.110081,14.553,4939,0.79,0.75
1396,b,1,29.6091744,,0.103,FALSE,290.991665,40.22932,13.619,5838,1.02,1.07
1397,b,1,14.4541302,,0.084,FALSE,294.951036,43.012436,13.572,5718,0.97,0.95
1398,b,1,14.2563227,,0.139,FALSE,292.545764,49.416973,15.192,5831,1.02,1.02
1399,b,1,0.96897238,,0.098,FALSE,295.349667,45.114548,15.415,5793,1.01,1.01
1400,b,1,10.67607169,,0.146,FALSE,297.642262,49.594978,13.688,6184,1.28,1.36
1401,b,1,4.48487493,,0.115,FALSE,285.366245,49.044868,14.879,5902,1.05,1.07
1402,b,2,16.007583,,0.215,FALSE,298.067706,49.412605,13.77,5848,,1.36
1403,c,2,27.082511,,0.301,FALSE,298.067706,49.412605,13.77,5848,,1.36
1404,b,1,2.46050993,,0.105,FALSE,289.697494,43.372093,15.245,4796,0.77,0.72
1405,b,1,5.86601526,,0.131,FALSE,292.658395,49.865192,15.273,5806,1.03,1.03
1406,b,1,23.9109011,,0.198,FALSE,295.524175,49.829548,15.376,6031,1.09,1.13
1407,b,1,4.13592271,,0.139,FALSE,287.363299,49.45689,14.826,6097,1.14,1.19
1408,b,1,8.05333618,,0.099,FALSE,295.53838,51.202957,12.086,6291,1.47,2.04
1409,b,1,4.45343281,,0.077,FALSE,291.173299,44.921131,12.938,6356,1.21,1.32
1410,b,1,9.705716,,0.117,FALSE,297.711565,46.768021,14.93,5972,1.06,1.09
1411,b,1,10.9295461,,0.122,FALSE,291.86493,49.32592,15.591,5557,0.93,0.9
1412,b,1,2.31942009,,0.084,FALSE,289.289809,40.681665,14.869,5530,0.97,0.96
1413,b,1,8.07392849,,0.13,FALSE,285.739806,40.980036,16.109,3578,0.46,0.43
1414,b,2,5.885273,,0.119,FALSE,281.915678,42.775513,11.992,6075,1.03,1.24
1415,c,2,10.104665,,0.12,FALSE,281.915678,42.775513,11.992,6075,1.03,1.24
1416,b,1,39.859484,,0.112,FALSE,285.346938,48.312252,14.131,5698,0.98,0.96
1417,b,1,39.4419839,,0.117,FALSE,293.719126,43.12459,14.268,5802,1,1
1418,b,1,81.4162941,,0.351,FALSE,291.255595,48.84697,12.146,6394,1.34,1.44
1419,b,1,2.41811321,,0.087,FALSE,283.435761,47.066855,12.278,6289,1.19,1.27
1420,b,1,33.42035034,,0.194,FALSE,285.330615,42.040436,12.325,5810,1.03,1.05
1421,b,1,10.60052251,,0.086,FALSE,280.249457,43.915066,12.405,6150,1.13,1.26
1422,b,1,0.68996783,,0.073,FALSE,289.42396,46.72617,12.411,4865,0.81,0.75
1423,b,1,56.6747285,,0.259,FALSE,289.643439,50.727089,14.682,5722,0.97,0.95
1424,b,1,12.27065865,,0.144,FALSE,287.867389,50.595585,14.411,5774,0.95,0.93
1425,b,1,13.2274528,,0.15,FALSE,288.231731,50.567886,15.05,5979,1.08,1.1
1426,b,2,22.951,0.117,0.236,TRUE,291.387762,44.529106,11.931,6022,1.32,1.85
1427,c,2,42.882,0.25,0.385,TRUE,291.387762,44.529106,11.931,6022,1.32,1.85
1428,b,1,54.5094166,,0.153,FALSE,294.553828,45.08139,15.498,4524,0.71,0.68
1429,b,1,35.622233,,0.299,FALSE,293.446425,40.409892,15.332,5782,1,0.99
1430,b,1,42.913751,,0.241,FALSE,292.42283,38.266328,13.062,6101,1.41,2.06
1431,b,1,47.1611696,,0.238,FALSE,286.125545,47.947613,15.57,5665,0.97,0.94
1432,b,1,47.0319479,,0.168,FALSE,284.223331,48.831772,14.904,5448,0.9,0.86
1433,b,1,49.276764,,0.193,FALSE,294.083055,50.502777,15.855,4075,0.62,0.6
1434,b,1,18.1373829,,0.102,FALSE,286.945321,43.822773,15.464,4231,0.64,0.62
1435,b,1,51.1110243,,0.178,FALSE,283.770601,42.027245,14.06,5866,1.01,1.01
1436,b,1,47.9872764,,0.246,FALSE,283.211614,41.038063,14.19,5653,0.96,0.94
1437,b,1,62.8691611,,0.121,FALSE,282.423025,46.014019,14.591,4828,0.78,0.74
1438,b,2,31.158799,,0.331,FALSE,294.110756,38.71023,13.838,5948,,1.21
1439,c,2,76.732171,,0.279,FALSE,294.110756,38.71023,13.838,5948,,1.21
1440,b,1,29.9633247,,0.175,FALSE,285.557796,44.010788,15.947,4422,0.7,0.67
1441,b,1,29.3494775,,0.181,FALSE,285.830458,43.198395,15.689,4919,0.79,0.74
1442,b,1,65.6488341,,0.341,FALSE,296.397527,42.396918,15.858,5756,1,1
1443,b,1,25.15864,,0.166,FALSE,294.487304,42.00692,15.759,5679,0.96,0.95
1444,b,2,31.7785901,,0.148,FALSE,287.235677,38.754161,14.159,5828,1.02,1.01
1445,c,2,5.32786292,,0.089,FALSE,287.235677,38.754161,14.159,5828,1.02,1.01
1446,b,1,31.8277111,,0.158,FALSE,289.819341,51.90485,14.41,4726,0.75,0.71
1447,b,1,31.1750448,,0.138,FALSE,289.831222,44.609863,13.926,5884,1.01,1.02
1448,b,1,47.0569043,,0.294,FALSE,295.04854,45.342686,15.549,5332,0.86,0.82
1449,b,2,8.23984869,,0.154,FALSE,293.519844,41.277405,15.024,5893,1.04,1.05
1450,c,2,3.54553021,,0.103,FALSE,293.519844,41.277405,15.024,5893,1.04,1.05
1451,b,1,21.8635301,,0.25,FALSE,293.821357,39.39135,15.965,5507,0.92,0.89
1452,b,2,12.610584,,0.136,FALSE,287.975766,39.087181,13.954,6012,1.01,1.47
1453,c,2,33.416423,,0.217,FALSE,287.975766,39.087181,13.954,6012,1.01,1.47
1454,b,1,16.2950903,,0.095,FALSE,288.695007,39.883191,15.061,4961,0.8,0.76
1455,b,1,3.63899398,,0.126,FALSE,289.664878,50.020046,15.254,5660,0.95,0.93
1456,b,1,38.1312831,,0.17,FALSE,294.852648,49.057472,14.633,6159,1.16,1.25
1457,b,1,14.4273551,,0.106,FALSE,290.636569,48.996082,13.359,6046,1.09,1.09
1458,b,1,36.4333452,,0.193,FALSE,294.694049,45.866837,15.246,5870,1.04,1.04
1459,b,1,82.177374,,0.261,FALSE,295.948273,44.753124,15.292,6214,1.18,1.28
1460,b,1,10.35863224,,0.149,FALSE,284.532096,43.989956,15.408,5663,0.98,0.96
1461,b,1,11.55530021,,0.105,FALSE,281.298535,42.685753,14.598,5100,0.81,0.78
1462,b,1,26.0840594,,0.154,FALSE,293.165079,41.746235,15.44,5904,1.04,1.06
1463,b,1,14.53261362,,0.163,FALSE,285.711919,49.706657,13.785,5796,0.99,0.98
1464,b,3,1.729366,,0.161,FALSE,289.786216,46.858788,15.342,5272,,0.85
1465,c,3,4.180043,,0.321,FALSE,289.786216,46.858788,15.342,5272,,0.85
1466,d,3,51.84688575,,0.774,FALSE,289.786216,46.858788,15.342,5272,,0.85
1467,b,1,22.12679948,,0.149,FALSE,291.999771,49.301811,14.523,5156,0.85,0.81
1468,b,1,5.94220998,,0.11,FALSE,289.438971,49.73122,14.779,4908,0.8,0.75
1469,b,1,12.25383217,,0.09,FALSE,285.313805,48.725254,13.747,5381,0.88,0.84
1470,b,1,9.5085156,,0.136,FALSE,295.409776,42.150831,14.44,6337,1.25,1.4
1471,b,1,30.4549136,,0.188,FALSE,292.684285,38.126286,15.268,5730,0.94,0.92
1472,b,1,19.9157725,,0.131,FALSE,298.095423,44.737057,13.204,6087,1.11,1.12
1473,b,1,54.6495759,,0.207,FALSE,290.590382,45.439713,15.335,5965,1.08,1.12
1474,b,1,7.31946363,,0.19,FALSE,295.498108,38.644501,13.489,6541,1.38,1.63
1475,b,1,39.8189932,,0.166,FALSE,286.646417,49.937778,13.102,5820,1.05,1.31
1476,b,1,82.294751,,0.158,FALSE,281.295831,44.465405,14.828,5655,0.93,0.9
1477,b,3,29.198943,,0.376,FALSE,285.853667,38.384119,14.001,5381,,0.95
1478,c,3,55.328328,,0.144,FALSE,285.853667,38.384119,14.001,5381,,0.95
1479,d,3,160.018032,,0.353,FALSE,285.853667,38.384119,14.001,5381,,0.95
1480,b,1,92.4362973,,0.271,FALSE,295.693573,42.609512,15.449,5515,0.9,0.87
1481,b,1,16.5861762,,0.135,FALSE,293.629756,45.740651,15.589,5728,1,0.99
1482,b,1,16.75255007,,0.133,FALSE,288.597097,41.03642,14.534,4712,0.77,0.72
1483,b,1,15.0217983,,0.126,FALSE,288.549148,38.565232,13.109,5863,1.06,1.29
1484,b,1,91.080482,,0.274,FALSE,282.657401,43.162518,15.214,5659,0.96,0.94
1485,b,1,85.273256,,0.262,FALSE,286.130757,38.779631,15.417,5831,1.03,1.04
1486,b,1,64.6588017,,0.198,FALSE,293.973936,45.350704,14.694,6182,1.18,1.27
1487,b,1,8.74199772,,0.148,FALSE,296.19614,45.634331,15.364,5675,0.96,0.95
1488,b,1,48.051405,,0.119,FALSE,284.77811,44.916782,15.033,5256,0.86,0.81
1489,b,1,44.2008,,0.106,FALSE,283.986337,41.650406,13.509,5097,0.82,0.78
1490,b,1,4.942782,0.66,0.96,FALSE,296.200595,49.140125,13.758,5515,1.02,0.99
1491,b,4,3.428054,,0.112,FALSE,288.234084,40.520905,14.985,5560,,0.94
1492,c,4,7.381998,,0.329,FALSE,288.234084,40.520905,14.985,5560,,0.94
1493,d,4,12.56093,,0.249,FALSE,288.234084,40.520905,14.985,5560,,0.94
1494,e,4,30.826557,,0.278,FALSE,288.234084,40.520905,14.985,5560,,0.94
1495,b,1,15.0330105,,0.107,FALSE,288.883334,39.744572,14.606,5845,1,1
1496,b,1,14.5564533,,0.139,FALSE,289.918519,42.001431,13.71,6229,1.2,1.3
1497,b,1,41.7083629,,0.284,FALSE,296.107919,39.319913,14.155,6666,1.44,1.72
1498,b,1,96.16987,,0.203,FALSE,293.727175,42.806759,15.796,5069,0.77,0.74
1499,b,1,82.304003,,0.19,FALSE,289.711993,50.128212,15.654,5393,0.85,0.81
1500,b,1,30.8609366,,0.083,FALSE,292.002052,41.786961,12.988,5686,0.93,0.86
1501,b,1,14.0329154,,0.118,FALSE,290.149884,41.464595,15.652,5676,0.95,0.93
1502,b,1,16.0506213,,0.075,FALSE,288.561525,46.536053,13.136,5410,0.89,0.85
1503,b,1,20.7056504,,0.119,FALSE,298.118885,40.375047,14.276,6158,1.14,1.22
1504,b,1,25.4338197,,0.165,FALSE,283.797813,46.931004,15.386,5780,1,0.99
1505,b,2,15.228958,,0.273,FALSE,292.162778,41.023235,14.769,5460,0.83,0.83
1506,c,2,24.674612,,0.186,FALSE,292.162778,41.023235,14.769,5460,0.83,0.83
1507,b,1,84.703921,,0.3,FALSE,298.959138,48.257824,15.169,6200,1.19,1.28
1508,b,1,23.2382792,,0.15,FALSE,288.421218,43.179798,13.932,6064,1.17,1.29
1509,b,1,20.35972599,,0.105,FALSE,289.274503,44.470253,13.393,4372,0.73,0.67
1510,b,1,160.8846509,,0.755,FALSE,289.791634,39.285277,12.888,5617,0.99,0.97
1511,b,1,217.8317626,,1.055,FALSE,292.627466,37.860133,11.69,6251,1.21,1.22
1512,b,1,214.3114164,,0.852,FALSE,290.97393,48.178162,12.04,6511,1.3,1.41
1513,b,1,7.25931979,,0.156,FALSE,291.494603,44.523502,14.461,5904,1.04,1.07
1514,b,1,5.54608367,,0.871,FALSE,287.80722,43.188778,12.252,7010,1.58,1.95
1515,b,1,5.11177904,,0.272,FALSE,300.332385,44.986137,13.306,6846,1.54,1.88
1516,b,1,240.7989397,,0.63,FALSE,296.667903,49.461861,14.822,5644,0.94,0.91
1517,b,2,18.207973,,0.249,FALSE,286.865479,41.989086,14.29,5088,,0.72
1518,c,2,88.255055,,0.213,FALSE,286.865479,41.989086,14.29,5088,,0.72
1519,b,1,0.65355357,,0.515,FALSE,290.966214,51.504723,15.692,4677,0.76,0.71
1520,b,1,47.14840805,,0.223,FALSE,292.690301,37.835001,12.86,5042,0.81,0.76
1521,b,1,1.84788917,,0.154,FALSE,289.843226,52.07016,14.216,5706,0.96,0.93
1522,b,1,0.93875077,,0.141,FALSE,296.054062,45.827049,14.86,5708,0.97,0.96
1523,b,1,70.9674603,,0.316,FALSE,293.885398,39.519818,12.72,6179,1.17,1.25
1524,b,1,2.41660118,,0.081,FALSE,290.559517,49.943016,12.737,5748,1.07,1.04
1525,b,1,3.908632,,0.217,FALSE,285.119706,38.866428,15.646,4601,0.73,0.69
1526,b,1,160.129918,,0.426,FALSE,297.414414,46.060818,15.13,6224,1.21,1.32
1527,b,1,1.79111021,,0.13,FALSE,287.402943,46.573986,14.496,5857,1.03,1.03
1528,b,1,5.33905686,,0.187,FALSE,289.870716,41.040728,15.362,5048,0.81,0.77
1529,b,2,18.870227,,0.261,FALSE,282.460522,48.257118,14.262,5404,,0.89
1530,c,2,46.90232,,0.226,FALSE,282.460522,48.257118,14.262,5404,,0.89
1531,b,2,2.5904434,,0.146,FALSE,288.162502,48.165154,14.026,5477,0.92,0.88
1532,c,2,5.3227406,,0.147,FALSE,288.162502,48.165154,14.026,5477,0.92,0.88
1533,b,1,1.13854338,,0.099,FALSE,285.146577,39.370798,13.194,6260,1.16,1.27
1534,b,1,1.09366356,,0.12,FALSE,296.902813,41.198191,14.815,5559,0.91,0.88
1535,b,1,308.5471,,0.309,FALSE,295.975556,44.713445,13.215,6431,1.31,1.51
1536,b,1,5.71668872,,0.169,FALSE,292.395391,43.869072,15.665,5442,0.9,0.86
1537,b,1,138.9442,,0.227,FALSE,286.613698,38.891969,14.208,6021,1.08,1.11
1538,b,1,364.758031,,0.28,FALSE,291.585187,45.71579,15.188,4434,0.71,0.67
1539,b,1,1.4444538,,0.105,FALSE,294.385398,43.82547,14.536,5079,0.81,0.77
1540,b,1,175.138819,,0.252,FALSE,283.345714,45.274456,15.245,5837,1.03,1.03
1541,b,1,133.3036741,,0.241,FALSE,284.219433,44.268543,15.307,5176,0.84,0.8
1542,b,5,33.040532,,0.202,FALSE,289.780522,49.89653,14.534,5690,0.89,1
1543,c,5,62.303276,,0.263,FALSE,289.780522,49.89653,14.534,5690,0.89,1
1544,d,5,20.54981883,,0.343,FALSE,289.780522,49.89653,14.534,5690,0.89,1
1545,e,5,3.93276465,,0.134,FALSE,289.780522,49.89653,14.534,5690,0.89,1
1546,f,5,9.91935684,,0.134,FALSE,289.780522,49.89653,14.534,5690,0.89,1
1547,b,1,125.4131177,,0.222,FALSE,283.344497,41.201741,14.073,4540,0.74,0.69
1548,b,1,8.40691199,,0.103,FALSE,283.787004,48.029564,13.801,5282,0.86,0.81
